"Days_before_onset","DataSet","Feature","P.val","Mean.Emp","Mean.Null","Diff","P.val.adj","Adj_Stars"
0,"All Features","BETA.LACTAM_rest",0.000508553244880152,0.00969647358523829,0.00376066487760605,0.00593580870763224,0.0473925758796676,"*"
0,"All Features","COLISTIN_rest",0.000883522248224604,0.0109220606713548,0.00546276532617709,0.00545929534517771,0.0473925758796676,"*"
0,"All Features","TETRACYCLINE_rest",7.88575177404843e-05,0.0167981813252107,0.00615889310689311,0.0106392882183176,0.018189800758805,"*"
0,"All Features","TRICLOSAN_rest",0.00127245956707907,0.0293469126494421,0.00446027450980392,0.0248866381396382,0.0473925758796676,"*"
0,"All Features","Klebsiella_oxytoca_bac",0.000391084947528916,0.0116797492507493,0.00432531988599636,0.00735442936475294,0.0451051306150016,"*"
0,"All Features","Pantoea_septica_bac",0.00127250095025164,0.00917357139918904,0.00447910385039797,0.00469446754879107,0.0473925758796676,"*"
0,"All Features","Staphylococcus_aureus_bac",0.000353226665027077,0.0136099991315874,0.00557154034201093,0.00803845878957647,0.0451051306150016,"*"
0,"All Features","Streptococcus_lutetiensis_bac",0.00104056739821602,0.0130876278982455,0.00537495004668534,0.00771267785156016,0.0473925758796676,"*"
0,"All Features","Streptococcus_mitis_bac",3.50871947110255e-05,0.0163563247210306,0.00477584612119906,0.0115804785998315,0.0122319552187056,"*"
0,"All Features","Streptococcus_parasanguinis_bac",0.00142359514395373,0.0132325662964486,0.00632217251702546,0.00691039377942314,0.0492563919807991,"*"
0,"All Features","Streptococcus_sanguinis_bac",0.00130124124525099,0.0140767536842243,0.00576033023512435,0.00831642344909995,0.0473925758796676,"*"
0,"All Features","Veillonella_parvula_bac",0.000288489778755469,0.0147258095531919,0.00556093969102793,0.00916486986216397,0.0451051306150016,"*"
0,"All Features","Winkia_neuii_bac",0.000928493570759994,0.0149712051347345,0.00726640351152116,0.00770480162321334,0.0473925758796676,"*"
0,"All Features","AST.PWY..L.arginine.degradation.II..AST.pathway._path",0.00129839611357314,0.0118990412920413,0.00478250333326804,0.00711653795877326,0.0473925758796676,"*"
0,"All Features","CITRULBIO.PWY..L.citrulline.biosynthesis_path",0.00118927522908267,0.012749280996781,0.00503028650434533,0.00771899449243567,0.0473925758796676,"*"
0,"All Features","COBALSYN.PWY..adenosylcobalamin.salvage.from.cobinamide.I_path",0.000782555155483675,0.011979946716682,0.00468438259452965,0.00729556412215235,0.0473925758796676,"*"
0,"All Features","CODH.PWY..reductive.acetyl.coenzyme.A.pathway_path",3.53524717303631e-05,0.0194425345242992,0.00566288424647248,0.0137796502778267,0.0122319552187056,"*"
0,"All Features","FERMENTATION.PWY..mixed.acid.fermentation_path",0.000625933829356486,0.0145166259720671,0.00484267751529516,0.00967394845677194,0.0473925758796676,"*"
